timestamp_sec,flow_id,cpu_req,ram_req,msd_req,is_ddos_spike,service_type,priority
3014.2,FLOW_30142,12.82,3.12,1,0,Data,1
3219.3,FLOW_32193,6.33,5.96,2,0,Data,1
4097.4,FLOW_40974,66.41,28.5,3,1,Attack,5
574.8,FLOW_5748,3.11,2.67,2,0,Data,1
2104.8,FLOW_21048,8.75,1.13,1,0,Data,1
2197.3,FLOW_21973,13.82,5.78,2,0,Data,1
1455.4,FLOW_14554,11.92,2.55,3,0,VoIP,4
2056.2,FLOW_20562,6.57,2.56,2,0,Data,1
4880.8,FLOW_48808,49.66,19.39,3,1,Attack,5
2715.9,FLOW_27159,8.4,3.28,2,0,Data,1
3182.7,FLOW_31827,7.37,5.57,2,0,Data,1
1262.2,FLOW_12622,13.31,11.73,2,0,Data,2
592.1,FLOW_5921,15.4,9.64,2,0,Data,2
172.0,FLOW_1720,8.73,4.68,3,0,VoIP,4
58.1,FLOW_581,3.57,3.14,1,0,VoIP,4
2446.5,FLOW_24465,84.68,36.02,4,1,Attack,5
614.3,FLOW_6143,7.06,2.48,2,0,IoT,1
4712.0,FLOW_47120,9.15,2.45,2,0,Data,1
1266.2,FLOW_12662,5.23,2.99,1,0,Data,1
636.1,FLOW_6361,25.25,10.16,4,0,Video,3
4220.1,FLOW_42201,9.27,2.97,1,0,Data,1
3456.1,FLOW_34561,31.27,16.21,3,1,Attack,4
2912.3,FLOW_29123,14.49,4.3,2,0,Data,1
2030.5,FLOW_20305,21.83,8.67,3,0,Video,3
3408.8,FLOW_34088,24.15,18.64,4,0,Video,3
1025.4,FLOW_10254,1.41,0.98,1,0,IoT,1
4673.5,FLOW_46735,7.64,2.66,1,0,Data,1
2868.1,FLOW_28681,4.71,2.07,1,0,Data,1
4660.6,FLOW_46606,17.89,6.19,1,0,Data,1
749.9,FLOW_7499,6.16,2.07,1,0,Data,1
2497.5,FLOW_24975,33.95,28.94,3,1,Attack,4
1600.0,FLOW_16000,9.5,3.18,1,0,Data,1
4086.2,FLOW_40862,1.76,1.97,2,0,Data,1
2301.3,FLOW_23013,36.62,11.27,4,0,Video,3
77.0,FLOW_770,7.68,3.1,2,0,VoIP,4
409.1,FLOW_4091,16.72,9.5,3,0,Data,2
4764.8,FLOW_47648,82.23,34.09,4,1,Attack,5
3005.3,FLOW_30053,6.38,0.64,2,0,Data,1
4885.8,FLOW_48858,15.06,6.47,2,0,Data,1
1958.0,FLOW_19580,87.26,49.71,4,1,Attack,5
3010.7,FLOW_30107,9.07,2.51,1,0,Data,1
4297.0,FLOW_42970,13.32,3.93,1,0,Data,1
4310.9,FLOW_43109,7.01,1.99,1,0,Data,1
3598.0,FLOW_35980,84.27,32.87,4,1,Attack,5
1631.3,FLOW_16313,12.1,0.97,2,0,Data,1
3804.2,FLOW_38042,74.94,29.28,4,1,Attack,5
4502.2,FLOW_45022,17.17,8.52,2,0,Data,1
1435.6,FLOW_14356,7.89,1.31,2,0,Data,1
29.7,FLOW_297,7.75,2.01,1,0,Data,1
3378.4,FLOW_33784,2.84,3.06,1,0,Data,1
3417.3,FLOW_34173,24.85,17.26,4,0,Video,3
2349.4,FLOW_23494,11.41,0.51,2,0,Data,1
4371.9,FLOW_43719,75.29,31.5,4,1,Attack,5
4039.6,FLOW_40396,3.75,1.39,2,0,Data,1
2160.0,FLOW_21600,8.58,1.09,2,0,Data,1
1239.5,FLOW_12395,23.28,6.1,4,0,Data,2
3484.5,FLOW_34845,14.6,4.71,1,0,Data,1
1399.5,FLOW_13995,7.16,1.71,2,0,IoT,1
4569.9,FLOW_45699,15.36,7.8,1,0,Data,1
127.8,FLOW_1278,1.91,0.93,1,0,Data,1
4263.5,FLOW_42635,74.42,30.66,4,1,Attack,5
472.4,FLOW_4724,6.16,1.23,2,0,Data,1
3282.5,FLOW_32825,8.97,5.66,2,0,Data,1
2681.2,FLOW_26812,6.6,5.0,1,0,Data,1
2022.2,FLOW_20222,2.64,3.44,2,0,Data,1
4296.4,FLOW_42964,84.56,34.12,4,1,Attack,5
2761.3,FLOW_27613,81.49,44.9,4,1,Attack,5
1936.1,FLOW_19361,9.11,1.45,2,0,Data,1
1837.0,FLOW_18370,5.01,2.72,1,0,Data,1
4623.1,FLOW_46231,12.87,6.82,1,0,Data,1
4562.9,FLOW_45629,63.83,25.35,4,1,Attack,5
3776.0,FLOW_37760,67.09,25.34,3,1,Attack,5
4316.6,FLOW_43166,13.36,3.7,2,0,Data,1
2812.1,FLOW_28121,9.92,1.52,1,0,Data,1
330.8,FLOW_3308,26.98,16.39,3,0,Video,3
1768.1,FLOW_17681,38.28,15.02,4,0,Video,3
2910.2,FLOW_29102,7.05,2.58,2,0,Data,1
1210.4,FLOW_12104,1.72,2.06,1,0,Data,1
1748.6,FLOW_17486,31.0,10.68,3,0,Video,3
3860.3,FLOW_38603,1.46,0.5,2,0,Data,1
3848.5,FLOW_38485,12.54,6.83,2,0,Data,1
3469.1,FLOW_34691,1.26,2.28,1,0,Data,1
1406.1,FLOW_14061,1.28,2.97,1,0,Data,1
3102.6,FLOW_31026,43.14,10.61,3,0,Video,3
992.5,FLOW_9925,26.15,23.95,4,0,Video,3
340.1,FLOW_3401,6.7,1.76,1,0,Data,1
4302.3,FLOW_43023,2.7,0.5,2,0,Data,1
1529.6,FLOW_15296,30.77,12.05,3,0,Video,3
1867.4,FLOW_18674,11.42,1.01,1,0,Data,1
4762.3,FLOW_47623,54.3,19.72,3,1,Attack,5
2361.4,FLOW_23614,7.72,2.17,1,0,Data,1
2636.2,FLOW_26362,1.48,2.33,1,0,Data,1
3763.6,FLOW_37636,85.93,35.63,4,1,Attack,5
3088.7,FLOW_30887,4.4,1.17,1,0,Data,1
4631.5,FLOW_46315,6.79,2.1,1,0,Data,1
938.1,FLOW_9381,81.6,47.03,5,1,Attack,5
2270.2,FLOW_22702,14.2,0.81,1,0,Data,1
4363.2,FLOW_43632,9.84,4.58,2,0,Data,1
2756.1,FLOW_27561,37.69,15.57,4,0,Video,3
3362.4,FLOW_33624,5.71,1.78,2,0,Data,1
4759.6,FLOW_47596,5.2,3.43,2,0,Data,1
2193.5,FLOW_21935,6.88,2.17,1,0,Data,1
1816.9,FLOW_18169,5.91,2.2,2,0,Data,1
2941.9,FLOW_29419,39.2,10.03,4,0,Video,3
3661.6,FLOW_36616,5.03,3.24,2,0,Data,1
1059.3,FLOW_10593,6.73,0.96,2,0,IoT,1
3742.3,FLOW_37423,77.4,31.69,5,1,Attack,5
1667.4,FLOW_16674,3.14,5.41,1,0,Data,1
2139.3,FLOW_21393,26.24,18.31,3,0,Video,3
4442.2,FLOW_44422,7.07,2.14,1,0,Data,1
629.3,FLOW_6293,3.52,0.51,1,0,Data,1
3718.1,FLOW_37181,8.86,4.48,2,0,Data,1
1858.7,FLOW_18587,10.88,1.73,2,0,Data,1
342.5,FLOW_3425,25.39,19.03,3,0,Video,3
323.0,FLOW_3230,5.42,2.28,2,0,Data,1
4187.8,FLOW_41878,70.77,28.4,4,1,Attack,5
1446.3,FLOW_14463,3.5,2.34,2,0,VoIP,4
1535.3,FLOW_15353,14.41,4.05,2,0,Data,1
4273.0,FLOW_42730,69.54,26.9,3,1,Attack,5
1778.6,FLOW_17786,9.48,4.54,1,0,Data,1
4633.0,FLOW_46330,2.17,1.14,2,0,Data,1
1639.2,FLOW_16392,31.53,23.11,3,1,Attack,4
1685.2,FLOW_16852,11.9,2.15,2,0,Data,1
3483.4,FLOW_34834,5.24,5.6,1,0,Data,1
3252.9,FLOW_32529,1.33,2.43,2,0,Data,1
4352.3,FLOW_43523,18.94,6.83,1,0,Data,1
4155.7,FLOW_41557,2.24,0.5,1,0,Data,1
1658.1,FLOW_16581,37.62,26.25,3,1,Attack,4
1755.5,FLOW_17555,2.87,5.58,1,0,Data,1
3022.9,FLOW_30229,2.35,1.16,2,0,Data,1
413.0,FLOW_4130,69.66,39.02,5,1,Attack,5
3830.6,FLOW_38306,77.39,32.66,4,1,Attack,5
2680.8,FLOW_26808,5.14,5.14,1,0,Data,1
3706.1,FLOW_37061,80.59,32.82,4,1,Attack,5
1736.2,FLOW_17362,1.48,0.62,1,0,Data,1
4839.7,FLOW_48397,81.76,32.48,4,1,Attack,5
107.7,FLOW_1077,15.17,11.55,3,0,Data,2
4720.6,FLOW_47206,19.7,6.05,2,0,Data,1
4103.3,FLOW_41033,12.27,6.8,2,0,Data,1
550.1,FLOW_5501,11.79,10.61,3,0,Data,2
441.3,FLOW_4413,1.07,1.66,2,0,IoT,1
2380.2,FLOW_23802,25.35,8.5,3,0,Video,3
3452.8,FLOW_34528,7.82,4.48,1,0,Data,1
2124.4,FLOW_21244,28.51,17.61,4,0,Video,3
300.0,FLOW_3000,5.07,1.42,1,0,Data,1
3970.3,FLOW_39703,11.3,5.62,1,0,Data,1
4744.4,FLOW_47444,16.02,7.7,2,0,Data,1
475.9,FLOW_4759,14.9,11.87,4,0,Data,2
4927.6,FLOW_49276,51.63,21.22,3,1,Attack,5
4428.2,FLOW_44282,8.28,2.43,2,0,Data,1
1653.9,FLOW_16539,78.9,45.39,4,1,Attack,5
4380.0,FLOW_43800,54.86,20.32,3,1,Attack,5
2515.1,FLOW_25151,21.67,11.26,4,0,Video,3
832.2,FLOW_8322,38.04,10.72,4,0,Video,3
3815.0,FLOW_38150,15.69,7.04,2,0,Data,1
4790.4,FLOW_47904,69.31,29.25,4,1,Attack,5
1494.6,FLOW_14946,4.55,1.57,1,0,Data,1
4862.0,FLOW_48620,9.9,3.02,2,0,Data,1
4342.2,FLOW_43422,67.74,26.01,4,1,Attack,5
946.8,FLOW_9468,69.56,45.52,4,1,Attack,5
530.8,FLOW_5308,4.43,1.72,1,0,IoT,1
2498.8,FLOW_24988,80.59,39.09,4,1,Attack,5
3448.2,FLOW_34482,4.84,3.4,2,0,Data,1
3168.0,FLOW_31680,4.61,3.96,1,0,Data,1
447.5,FLOW_4475,23.31,9.97,4,0,Data,2
2309.0,FLOW_23090,7.22,1.23,1,0,Data,1
1226.1,FLOW_12261,7.03,1.21,1,0,Data,1
241.7,FLOW_2417,7.02,1.99,2,0,VoIP,4
1021.4,FLOW_10214,6.79,2.95,2,0,Data,1
4211.9,FLOW_42119,78.17,30.71,4,1,Attack,5
698.5,FLOW_6985,3.25,1.89,2,0,IoT,1
412.0,FLOW_4120,2.43,2.66,2,0,Data,1
3489.6,FLOW_34896,11.95,3.08,1,0,Data,1
2649.5,FLOW_26495,5.15,3.47,1,0,Data,1
4974.4,FLOW_49744,2.79,0.5,2,0,Data,1
579.4,FLOW_5794,7.43,0.69,1,0,IoT,1
3281.7,FLOW_32817,11.19,3.58,1,0,Data,1
3889.4,FLOW_38894,19.68,7.75,2,0,Data,1
2490.5,FLOW_24905,13.71,2.17,1,0,Data,1
1016.3,FLOW_10163,16.07,14.75,4,0,Data,2
282.9,FLOW_2829,2.17,0.75,1,0,Data,1
4655.6,FLOW_46556,2.31,2.51,2,0,Data,1
3751.9,FLOW_37519,4.71,0.5,2,0,Data,1
1382.6,FLOW_13826,38.42,13.35,3,0,Video,3
3076.0,FLOW_30760,2.67,1.27,2,0,Data,1
3227.1,FLOW_32271,27.02,8.11,4,0,Video,3
2311.5,FLOW_23115,9.04,2.21,1,0,Data,1
2268.3,FLOW_22683,7.18,2.93,2,0,Data,1
2890.7,FLOW_28907,14.24,5.93,1,0,Data,1
44.1,FLOW_441,3.53,2.79,1,0,IoT,1
3527.6,FLOW_35276,15.27,7.69,1,0,Data,1
3870.8,FLOW_38708,16.51,4.74,1,0,Data,1
3454.3,FLOW_34543,14.32,3.29,1,0,Data,1
1536.4,FLOW_15364,5.03,0.54,2,0,Data,1
3364.8,FLOW_33648,28.16,16.57,4,0,Video,3
19.5,FLOW_195,41.77,24.55,3,0,Video,3
270.5,FLOW_2705,1.32,2.62,1,0,Data,1
1646.0,FLOW_16460,8.86,2.84,1,0,Data,1
4238.9,FLOW_42389,3.86,0.5,1,0,Data,1
3266.7,FLOW_32667,5.51,4.14,1,0,Data,1
3190.2,FLOW_31902,22.55,16.88,4,0,Video,3
2431.9,FLOW_24319,6.01,1.15,1,0,Data,1
2751.5,FLOW_27515,11.11,5.83,1,0,Data,1
3916.2,FLOW_39162,77.98,32.05,4,1,Attack,5
1691.4,FLOW_16914,4.91,0.8,1,0,Data,1
4061.7,FLOW_40617,59.46,22.05,3,1,Attack,5
4415.5,FLOW_44155,7.33,2.3,2,0,Data,1
3238.4,FLOW_32384,9.89,1.21,1,0,Data,1
2960.1,FLOW_29601,5.12,4.44,1,0,Data,1
3454.1,FLOW_34541,9.79,4.98,1,0,Data,1
665.3,FLOW_6653,15.41,6.88,4,0,Data,2
4646.8,FLOW_46468,9.13,5.33,2,0,Data,1
147.0,FLOW_1470,4.08,1.14,1,0,Data,1
1090.7,FLOW_10907,21.03,20.75,5,0,Video,3
4144.1,FLOW_41441,5.22,1.71,1,0,Data,1
4332.1,FLOW_43321,69.5,28.79,4,1,Attack,5
639.2,FLOW_6392,35.23,23.39,4,0,Video,3
2895.3,FLOW_28953,2.23,2.11,1,0,Data,1
1665.6,FLOW_16656,8.47,3.61,1,0,Data,1
1792.2,FLOW_17922,5.02,0.8,2,0,Data,1
1958.8,FLOW_19588,13.86,2.64,1,0,Data,1
3263.1,FLOW_32631,3.04,1.68,1,0,Data,1
2289.7,FLOW_22897,80.89,41.7,5,1,Attack,5
634.0,FLOW_6340,2.78,1.63,1,0,IoT,1
2390.5,FLOW_23905,10.19,1.09,1,0,Data,1
3842.2,FLOW_38422,51.98,21.81,3,1,Attack,5
1891.6,FLOW_18916,1.76,5.02,1,0,Data,1
2589.5,FLOW_25895,42.69,9.14,4,0,Video,3
1295.5,FLOW_12955,20.18,14.02,4,0,Data,2
2906.5,FLOW_29065,89.04,48.85,5,1,Attack,5
4525.1,FLOW_45251,71.43,29.43,4,1,Attack,5
3518.2,FLOW_35182,18.58,8.4,2,0,Data,1
3147.0,FLOW_31470,33.64,8.63,4,0,Video,3
115.7,FLOW_1157,4.37,2.07,2,0,Data,1
1810.7,FLOW_18107,12.14,5.37,1,0,Data,1
2885.8,FLOW_28858,13.14,5.8,2,0,Data,1
1605.1,FLOW_16051,13.66,3.85,2,0,Data,1
1728.7,FLOW_17287,11.62,2.42,1,0,Data,1
2998.2,FLOW_29982,43.78,12.14,3,0,Video,3
57.8,FLOW_578,9.75,3.78,2,0,VoIP,4
569.2,FLOW_5692,4.03,2.16,2,0,Data,1
2547.2,FLOW_25472,14.5,2.37,1,0,Data,1
4019.9,FLOW_40199,75.48,30.64,4,1,Attack,5
896.0,FLOW_8960,10.07,2.32,2,0,VoIP,4
385.8,FLOW_3858,4.14,2.53,2,0,Data,1
3256.1,FLOW_32561,12.46,5.11,2,0,Data,1
3879.2,FLOW_38792,83.34,33.4,4,1,Attack,5
844.5,FLOW_8445,5.02,1.04,1,0,IoT,1
777.2,FLOW_7772,22.81,19.34,5,0,Video,3
1086.9,FLOW_10869,3.19,1.28,1,0,Data,1
4636.0,FLOW_46360,13.16,4.64,1,0,Data,1
4880.6,FLOW_48806,9.5,2.39,2,0,Data,1
2917.4,FLOW_29174,13.65,4.06,1,0,Data,1
4182.8,FLOW_41828,9.91,5.26,2,0,Data,1
2927.3,FLOW_29273,3.65,3.42,2,0,Data,1
1673.9,FLOW_16739,14.48,3.84,2,0,Data,1
4313.2,FLOW_43132,82.84,34.54,4,1,Attack,5
2696.8,FLOW_26968,4.49,3.18,1,0,Data,1
2153.5,FLOW_21535,2.96,3.74,1,0,Data,1
3028.1,FLOW_30281,1.33,2.28,2,0,Data,1
2901.3,FLOW_29013,12.36,5.6,1,0,Data,1
4384.0,FLOW_43840,19.17,8.79,1,0,Data,1
4872.2,FLOW_48722,2.49,0.5,1,0,Data,1
3247.7,FLOW_32477,44.06,19.88,4,0,Video,3
1504.1,FLOW_15041,21.97,12.71,3,0,Video,3
274.0,FLOW_2740,4.94,1.83,1,0,Data,1
4841.7,FLOW_48417,60.64,23.68,3,1,Attack,5
612.8,FLOW_6128,5.46,2.59,2,0,Data,1
1157.5,FLOW_11575,4.51,1.83,2,0,IoT,1
2697.0,FLOW_26970,30.71,15.37,3,0,Video,3
4852.8,FLOW_48528,14.54,7.13,1,0,Data,1
2563.1,FLOW_25631,11.72,0.56,1,0,Data,1
403.4,FLOW_4034,18.6,12.92,2,0,Data,2
1672.9,FLOW_16729,27.04,19.83,4,0,Video,3
2604.1,FLOW_26041,4.27,1.61,2,0,Data,1
4285.8,FLOW_42858,13.2,4.46,2,0,Data,1
4175.4,FLOW_41754,18.4,8.42,2,0,Data,1
2999.5,FLOW_29995,6.56,3.66,1,0,Data,1
1979.2,FLOW_19792,63.66,24.51,3,1,Attack,4
4017.8,FLOW_40178,6.33,3.92,2,0,Data,1
2021.0,FLOW_20210,22.27,18.14,4,0,Video,3
1396.4,FLOW_13964,3.69,0.79,2,0,Data,1
2791.9,FLOW_27919,14.58,3.72,2,0,Data,1
1813.7,FLOW_18137,11.33,5.72,2,0,Data,1
3011.3,FLOW_30113,13.34,4.82,2,0,Data,1
3776.7,FLOW_37767,74.35,29.4,4,1,Attack,5
4931.6,FLOW_49316,71.9,28.09,3,1,Attack,5
2424.9,FLOW_24249,1.74,2.95,1,0,Data,1
1735.3,FLOW_17353,6.01,1.45,1,0,Data,1
208.1,FLOW_2081,15.4,13.56,3,0,Data,2
4168.1,FLOW_41681,3.91,0.5,2,0,Data,1
4341.6,FLOW_43416,10.52,4.67,2,0,Data,1
3036.5,FLOW_30365,14.88,3.3,2,0,Data,1
4171.1,FLOW_41711,9.03,5.18,1,0,Data,1
4015.5,FLOW_40155,57.71,22.41,3,1,Attack,5
4281.0,FLOW_42810,10.87,2.98,2,0,Data,1
3036.4,FLOW_30364,70.72,49.09,5,1,Attack,5
4219.2,FLOW_42192,3.9,2.21,2,0,Data,1
685.0,FLOW_6850,8.34,4.69,3,0,VoIP,4
1206.5,FLOW_12065,8.88,3.82,1,0,VoIP,4
1122.0,FLOW_11220,13.09,14.65,3,0,Data,2
1594.4,FLOW_15944,3.14,4.3,2,0,Data,1
52.3,FLOW_523,10.76,2.76,2,0,VoIP,4
3882.3,FLOW_38823,60.34,22.21,3,1,Attack,5
4094.5,FLOW_40945,8.9,4.14,1,0,Data,1
3568.9,FLOW_35689,83.72,33.53,4,1,Attack,5
3083.7,FLOW_30837,10.71,2.35,2,0,Data,1
1198.7,FLOW_11987,39.15,13.17,5,0,Video,3
3820.2,FLOW_38202,19.03,7.27,1,0,Data,1
3800.3,FLOW_38003,85.51,34.55,4,1,Attack,5
1848.0,FLOW_18480,12.06,5.38,1,0,Data,1
4401.3,FLOW_44013,1.04,1.2,1,0,Data,1
3003.6,FLOW_30036,8.21,3.0,2,0,Data,1
4603.5,FLOW_46035,7.35,3.69,1,0,Data,1
3692.4,FLOW_36924,56.4,22.24,4,1,Attack,5
2962.4,FLOW_29624,35.22,13.47,4,0,Video,3
3069.3,FLOW_30693,31.66,20.59,3,1,Attack,4
3655.0,FLOW_36550,61.03,22.76,3,1,Attack,5
2499.3,FLOW_24993,9.45,4.93,1,0,Data,1
4710.9,FLOW_47109,8.64,3.24,1,0,Data,1
2398.6,FLOW_23986,12.62,3.92,2,0,Data,1
306.8,FLOW_3068,17.29,5.06,4,0,Data,2
4064.2,FLOW_40642,15.77,6.79,1,0,Data,1
4069.8,FLOW_40698,73.67,28.92,4,1,Attack,5
2326.3,FLOW_23263,2.8,0.65,2,0,Data,1
4411.6,FLOW_44116,79.49,33.37,4,1,Attack,5
3342.1,FLOW_33421,21.21,17.8,3,0,Video,3
3874.7,FLOW_38747,56.21,20.6,4,1,Attack,5
2744.9,FLOW_27449,5.27,1.14,2,0,Data,1
539.6,FLOW_5396,4.65,2.16,1,0,Data,1
1916.8,FLOW_19168,4.21,4.58,1,0,Data,1
375.9,FLOW_3759,34.48,14.91,5,0,Video,3
1570.3,FLOW_15703,12.24,2.74,1,0,Data,1
1882.9,FLOW_18829,8.78,5.94,2,0,Data,1
4381.1,FLOW_43811,10.27,5.73,1,0,Data,1
1922.4,FLOW_19224,8.95,1.17,1,0,Data,1
2516.2,FLOW_25162,5.65,2.71,1,0,Data,1
2924.7,FLOW_29247,27.95,10.96,4,0,Video,3
549.1,FLOW_5491,3.84,3.13,1,0,VoIP,4
4978.7,FLOW_49787,13.14,4.11,2,0,Data,1
3097.3,FLOW_30973,10.04,5.14,2,0,Data,1
4878.1,FLOW_48781,60.27,25.22,3,1,Attack,5
1719.6,FLOW_17196,11.71,1.93,2,0,Data,1
3660.8,FLOW_36608,74.33,29.79,3,1,Attack,5
4787.8,FLOW_47878,84.07,32.04,4,1,Attack,5
2528.4,FLOW_25284,11.68,1.31,2,0,Data,1
2307.4,FLOW_23074,12.42,3.22,1,0,Data,1
4273.7,FLOW_42737,84.61,34.64,4,1,Attack,5
1074.2,FLOW_10742,10.8,3.98,1,0,VoIP,4
3060.1,FLOW_30601,7.61,4.21,2,0,Data,1
3827.5,FLOW_38275,57.0,22.3,4,1,Attack,5
3273.8,FLOW_32738,7.91,3.05,1,0,Data,1
4409.3,FLOW_44093,8.19,2.05,1,0,Data,1
4110.4,FLOW_41104,71.95,29.99,3,1,Attack,5
118.2,FLOW_1182,22.26,12.13,4,0,Data,2
3464.7,FLOW_34647,88.17,49.67,5,1,Attack,5
1224.0,FLOW_12240,6.86,2.28,1,0,Data,1
2156.4,FLOW_21564,11.16,1.4,2,0,Data,1
4881.1,FLOW_48811,78.32,30.32,4,1,Attack,5
3878.2,FLOW_38782,49.63,18.4,3,1,Attack,5
4180.8,FLOW_41808,3.08,2.41,2,0,Data,1
1709.5,FLOW_17095,8.21,5.38,1,0,Data,1
3058.2,FLOW_30582,42.61,15.81,4,0,Video,3
1674.9,FLOW_16749,11.7,1.41,1,0,Data,1
2775.2,FLOW_27752,34.25,8.56,3,0,Video,3
1677.6,FLOW_16776,9.5,0.62,2,0,Data,1
571.1,FLOW_5711,7.65,1.03,2,0,Data,1
3644.0,FLOW_36440,73.99,27.87,3,1,Attack,5
4813.7,FLOW_48137,54.09,20.04,3,1,Attack,5
620.1,FLOW_6201,1.75,1.21,2,0,Data,1
3196.5,FLOW_31965,7.82,1.98,2,0,Data,1
4277.2,FLOW_42772,54.6,23.15,3,1,Attack,5
346.1,FLOW_3461,1.12,2.55,2,0,Data,1
2296.0,FLOW_22960,8.16,4.23,1,0,Data,1
3352.0,FLOW_33520,12.98,2.63,2,0,Data,1
3233.8,FLOW_32338,34.22,29.11,4,1,Attack,4
4159.0,FLOW_41590,82.31,33.37,4,1,Attack,5
3523.8,FLOW_35238,80.11,33.63,4,1,Attack,5
252.7,FLOW_2527,2.39,2.93,1,0,IoT,1
1888.1,FLOW_18881,22.63,14.35,4,0,Video,3
148.4,FLOW_1484,4.54,1.38,2,0,Data,1
2970.8,FLOW_29708,5.63,2.1,1,0,Data,1
327.0,FLOW_3270,40.27,21.79,5,0,Video,3
361.0,FLOW_3610,4.08,0.91,2,0,IoT,1
1184.6,FLOW_11846,6.44,2.39,1,0,Data,1
2406.6,FLOW_24066,37.73,18.17,3,0,Video,3
876.0,FLOW_8760,3.51,2.62,2,0,Data,1
3555.2,FLOW_35552,55.45,23.77,4,1,Attack,5
1036.9,FLOW_10369,31.64,15.03,4,0,Video,3
246.4,FLOW_2464,44.42,14.68,3,0,Video,3
4858.2,FLOW_48582,2.8,1.86,2,0,Data,1
2849.9,FLOW_28499,13.48,1.2,1,0,Data,1
2203.9,FLOW_22039,5.63,4.27,1,0,Data,1
4217.1,FLOW_42171,46.81,18.4,3,1,Attack,5
3590.6,FLOW_35906,27.15,9.84,2,1,Attack,5
938.9,FLOW_9389,2.59,1.72,2,0,IoT,1
2817.5,FLOW_28175,7.04,2.21,1,0,Data,1
4633.9,FLOW_46339,69.1,25.74,4,1,Attack,5
1116.3,FLOW_11163,2.77,1.64,1,0,IoT,1
4826.6,FLOW_48266,12.49,5.5,2,0,Data,1
4690.0,FLOW_46900,5.0,3.41,1,0,Data,1
1075.8,FLOW_10758,5.51,2.87,2,0,IoT,1
4575.4,FLOW_45754,10.46,2.61,1,0,Data,1
3707.8,FLOW_37078,62.19,24.88,4,1,Attack,5
2350.2,FLOW_23502,4.01,3.2,1,0,Data,1
3833.2,FLOW_38332,19.45,8.47,1,0,Data,1
3805.7,FLOW_38057,12.49,6.17,1,0,Data,1
4224.3,FLOW_42243,10.27,2.76,1,0,Data,1
2861.7,FLOW_28617,24.96,17.24,3,0,Video,3
3779.4,FLOW_37794,63.98,24.47,3,1,Attack,5
556.4,FLOW_5564,23.43,10.21,4,0,Data,2
590.7,FLOW_5907,4.94,1.92,1,0,Data,1
3130.4,FLOW_31304,37.03,16.77,3,0,Video,3
2318.1,FLOW_23181,58.98,27.79,4,1,Attack,4
3773.9,FLOW_37739,5.2,0.5,2,0,Data,1
4169.0,FLOW_41690,69.38,29.6,3,1,Attack,5
2337.2,FLOW_23372,1.56,2.62,1,0,Data,1
3378.9,FLOW_33789,3.69,2.96,2,0,Data,1
744.2,FLOW_7442,6.1,0.6,1,0,Data,1
747.4,FLOW_7474,43.23,20.2,3,0,Video,3
2496.3,FLOW_24963,5.86,2.77,2,0,Data,1
4106.5,FLOW_41065,68.61,28.13,3,1,Attack,5
4917.1,FLOW_49171,60.02,24.0,3,1,Attack,5
3552.7,FLOW_35527,66.24,28.2,4,1,Attack,5
2037.6,FLOW_20376,1.64,3.12,1,0,Data,1
4601.0,FLOW_46010,88.65,34.14,4,1,Attack,5
4154.7,FLOW_41547,45.13,16.45,3,1,Attack,5
2645.8,FLOW_26458,11.06,1.44,2,0,Data,1
2087.3,FLOW_20873,1.84,4.61,1,0,Data,1
2048.3,FLOW_20483,81.38,36.4,5,1,Attack,5
2349.8,FLOW_23498,2.21,0.62,2,0,Data,1
64.0,FLOW_640,4.04,2.91,1,0,IoT,1
4485.5,FLOW_44855,61.7,25.32,4,1,Attack,5
1476.1,FLOW_14761,18.36,8.62,3,0,Data,2
1044.5,FLOW_10445,6.96,0.89,1,0,IoT,1
4415.7,FLOW_44157,6.92,0.87,2,0,Data,1
287.5,FLOW_2875,1.84,1.06,1,0,Data,1
4717.7,FLOW_47177,60.75,23.77,3,1,Attack,5
3153.1,FLOW_31531,1.96,4.29,1,0,Data,1
2567.8,FLOW_25678,10.69,1.83,1,0,Data,1
984.8,FLOW_9848,10.47,3.18,1,0,VoIP,4
1059.8,FLOW_10598,7.85,2.7,1,0,Data,1
452.4,FLOW_4524,4.86,1.98,1,0,IoT,1
4620.0,FLOW_46200,8.42,3.81,1,0,Data,1
4813.9,FLOW_48139,65.22,27.41,4,1,Attack,5
651.5,FLOW_6515,7.08,1.56,2,0,Data,1
2569.4,FLOW_25694,13.25,3.78,2,0,Data,1
150.8,FLOW_1508,7.15,0.83,2,0,Data,1
4235.7,FLOW_42357,17.45,7.64,2,0,Data,1
1228.5,FLOW_12285,5.02,1.4,1,0,Data,1
1101.5,FLOW_11015,7.49,2.54,2,0,Data,1
4661.5,FLOW_46615,71.39,27.45,4,1,Attack,5
2760.0,FLOW_27600,44.75,12.5,3,0,Video,3
4077.1,FLOW_40771,33.8,14.68,2,1,Attack,5
4686.4,FLOW_46864,16.13,7.88,2,0,Data,1
2980.1,FLOW_29801,8.66,1.63,2,0,Data,1
1887.5,FLOW_18875,1.98,5.36,1,0,Data,1
1279.3,FLOW_12793,3.32,0.7,1,0,Data,1
573.9,FLOW_5739,23.81,13.6,2,0,Data,2
73.6,FLOW_736,1.63,0.57,1,0,IoT,1
360.7,FLOW_3607,3.03,2.85,2,0,IoT,1
2542.9,FLOW_25429,6.11,2.96,1,0,Data,1
3096.5,FLOW_30965,14.93,3.45,2,0,Data,1
