timestamp_sec,flow_id,cpu_req,ram_req,msd_req,is_ddos_spike
60.5,FLOW_605,17.12,11.54,5,0
60.6,FLOW_606,6.83,2.62,2,0
60.7,FLOW_607,8.45,4.08,1,0
60.8,FLOW_608,7.15,3.32,2,0
60.9,FLOW_609,7.52,4.14,2,0
61.0,FLOW_610,7.96,3.94,1,0
61.1,FLOW_611,4.29,1.86,2,0
61.2,FLOW_612,7.75,2.33,1,0
61.3,FLOW_613,27.78,10.44,4,0
61.4,FLOW_614,24.18,18.19,4,0
61.5,FLOW_615,6.08,1.23,2,0
61.6,FLOW_616,3.19,1.29,1,0
61.7,FLOW_617,3.78,2.91,2,0
61.8,FLOW_618,8.76,1.74,1,0
61.9,FLOW_619,20.63,19.66,5,0
62.0,FLOW_620,92.22,31.74,5,1
62.1,FLOW_621,3.33,1.39,2,0
62.2,FLOW_622,6.12,1.07,1,0
62.3,FLOW_623,7.6,4.86,1,0
62.4,FLOW_624,7.29,2.5,1,0
62.5,FLOW_625,8.55,3.24,1,0
62.6,FLOW_626,6.78,2.91,1,0
62.7,FLOW_627,2.65,3.88,1,0
62.8,FLOW_628,6.27,1.49,2,0
62.9,FLOW_629,23.24,12.97,5,0
63.0,FLOW_630,3.12,4.57,1,0
63.1,FLOW_631,9.47,4.52,1,0
63.2,FLOW_632,28.0,10.2,5,0
63.3,FLOW_633,4.85,2.43,2,0
63.4,FLOW_634,7.67,4.92,1,0
63.5,FLOW_635,6.67,3.91,1,0
63.6,FLOW_636,27.79,19.14,4,0
63.7,FLOW_637,4.28,1.43,2,0
63.8,FLOW_638,2.83,2.18,1,0
63.9,FLOW_639,85.69,47.55,4,1
64.0,FLOW_640,8.61,1.6,1,0
64.1,FLOW_641,7.31,1.01,2,0
64.2,FLOW_642,18.52,17.97,4,0
64.3,FLOW_643,7.9,3.98,2,0
64.4,FLOW_644,21.22,19.05,4,0
64.5,FLOW_645,27.2,8.83,5,0
64.6,FLOW_646,2.48,1.81,2,0
64.7,FLOW_647,86.58,32.04,5,1
64.8,FLOW_648,8.91,1.93,2,0
64.9,FLOW_649,22.19,18.49,5,0
65.0,FLOW_650,3.85,1.78,2,0
65.1,FLOW_651,4.0,3.95,1,0
65.2,FLOW_652,24.15,14.35,5,0
65.3,FLOW_653,3.16,1.59,1,0
65.4,FLOW_654,22.93,16.63,4,0
65.5,FLOW_655,2.87,1.49,1,0
65.6,FLOW_656,26.99,12.49,4,0
65.7,FLOW_657,26.18,15.92,4,0
65.8,FLOW_658,9.64,3.96,1,0
65.9,FLOW_659,79.53,47.04,5,1
66.0,FLOW_660,8.07,2.93,2,0
66.1,FLOW_661,8.26,4.08,2,0
66.2,FLOW_662,7.68,1.06,1,0
66.3,FLOW_663,3.27,1.54,1,0
66.4,FLOW_664,3.02,1.23,1,0
66.5,FLOW_665,6.79,2.58,2,0
66.6,FLOW_666,77.74,47.84,4,1
66.7,FLOW_667,7.26,4.09,1,0
66.8,FLOW_668,16.55,10.58,5,0
66.9,FLOW_669,5.44,3.05,1,0
67.0,FLOW_670,8.95,1.25,2,0
67.1,FLOW_671,6.46,1.46,2,0
67.2,FLOW_672,8.91,3.37,1,0
67.3,FLOW_673,6.56,1.16,2,0
67.4,FLOW_674,5.61,2.5,2,0
67.5,FLOW_675,19.18,15.23,4,0
67.6,FLOW_676,28.41,19.45,4,0
67.7,FLOW_677,7.79,4.36,2,0
67.8,FLOW_678,5.04,3.74,1,0
67.9,FLOW_679,8.33,3.61,1,0
68.0,FLOW_680,73.19,42.08,4,1
68.1,FLOW_681,4.48,3.59,1,0
68.2,FLOW_682,9.28,2.33,1,0
68.3,FLOW_683,8.91,1.17,2,0
68.4,FLOW_684,2.05,1.68,2,0
68.5,FLOW_685,8.57,2.51,1,0
68.6,FLOW_686,24.32,12.3,4,0
68.7,FLOW_687,5.23,2.24,1,0
68.8,FLOW_688,5.57,1.5,2,0
68.9,FLOW_689,87.96,43.67,4,1
69.0,FLOW_690,6.15,2.6,2,0
69.1,FLOW_691,3.87,4.96,2,0
69.2,FLOW_692,4.86,1.71,2,0
69.3,FLOW_693,9.05,3.08,1,0
69.4,FLOW_694,4.3,1.5,2,0
69.5,FLOW_695,2.14,1.7,2,0
69.6,FLOW_696,8.31,1.9,1,0
69.7,FLOW_697,3.41,2.02,2,0
69.8,FLOW_698,29.76,11.23,5,0
69.9,FLOW_699,4.83,1.72,1,0
70.0,FLOW_700,3.84,4.47,2,0
70.1,FLOW_701,24.03,19.72,5,0
70.2,FLOW_702,3.04,3.59,2,0
70.3,FLOW_703,80.58,47.95,4,1
70.4,FLOW_704,3.82,4.59,1,0
70.5,FLOW_705,8.32,1.87,1,0
70.6,FLOW_706,3.79,4.34,2,0
70.7,FLOW_707,29.68,18.54,5,0
70.8,FLOW_708,3.39,3.77,1,0
70.9,FLOW_709,2.53,1.65,1,0
71.0,FLOW_710,9.95,2.44,1,0
71.1,FLOW_711,3.37,3.11,1,0
71.2,FLOW_712,3.04,4.53,2,0
71.3,FLOW_713,3.38,4.3,2,0
71.4,FLOW_714,7.09,4.79,1,0
71.5,FLOW_715,4.86,4.82,2,0
71.6,FLOW_716,15.92,11.22,5,0
71.7,FLOW_717,5.64,4.67,2,0
71.8,FLOW_718,69.39,36.41,4,1
71.9,FLOW_719,5.19,3.36,2,0
72.0,FLOW_720,16.73,8.41,4,0
72.1,FLOW_721,2.99,3.07,1,0
72.2,FLOW_722,4.28,3.32,1,0
72.3,FLOW_723,6.44,3.89,1,0
72.4,FLOW_724,7.35,1.98,2,0
72.5,FLOW_725,20.27,10.81,5,0
72.6,FLOW_726,82.72,48.32,4,1
72.7,FLOW_727,22.65,19.68,5,0
72.8,FLOW_728,28.85,15.39,4,0
72.9,FLOW_729,7.16,3.09,2,0
73.0,FLOW_730,22.04,14.19,4,0
73.1,FLOW_731,9.74,4.05,2,0
73.2,FLOW_732,9.53,3.82,2,0
73.3,FLOW_733,2.21,4.67,1,0
73.4,FLOW_734,4.03,1.57,1,0
73.5,FLOW_735,28.56,14.12,4,0
73.6,FLOW_736,2.91,2.94,1,0
73.7,FLOW_737,3.9,2.86,2,0
73.8,FLOW_738,5.55,4.21,1,0
73.9,FLOW_739,8.27,3.71,2,0
74.0,FLOW_740,2.53,3.67,2,0
74.1,FLOW_741,2.42,4.83,2,0
74.2,FLOW_742,7.4,2.38,1,0
74.3,FLOW_743,86.53,31.71,5,1
74.4,FLOW_744,72.99,49.54,5,1
74.5,FLOW_745,63.37,33.44,4,1
74.6,FLOW_746,4.28,2.13,2,0
74.7,FLOW_747,2.53,2.14,1,0
74.8,FLOW_748,20.87,9.81,5,0
74.9,FLOW_749,15.84,13.05,4,0
75.0,FLOW_750,3.35,1.66,2,0
75.1,FLOW_751,16.1,11.5,4,0
75.2,FLOW_752,6.13,1.31,1,0
75.3,FLOW_753,27.2,12.41,4,0
75.4,FLOW_754,28.41,11.85,4,0
75.5,FLOW_755,8.45,2.16,1,0
75.6,FLOW_756,79.86,31.73,4,1
75.7,FLOW_757,8.77,1.67,2,0
75.8,FLOW_758,24.54,9.22,5,0
75.9,FLOW_759,23.4,13.0,4,0
76.0,FLOW_760,4.54,2.94,2,0
76.1,FLOW_761,19.78,9.97,5,0
76.2,FLOW_762,21.85,12.26,4,0
76.3,FLOW_763,3.72,3.1,1,0
76.4,FLOW_764,74.57,45.53,5,1
76.5,FLOW_765,9.45,4.4,1,0
76.6,FLOW_766,6.41,2.07,2,0
76.7,FLOW_767,5.69,3.22,2,0
76.8,FLOW_768,3.86,4.46,1,0
76.9,FLOW_769,2.66,4.5,2,0
77.0,FLOW_770,7.75,4.59,2,0
77.1,FLOW_771,9.81,4.46,2,0
77.2,FLOW_772,22.83,9.2,4,0
77.3,FLOW_773,65.81,39.44,5,1
77.4,FLOW_774,2.77,2.41,2,0
77.5,FLOW_775,8.28,2.52,2,0
77.6,FLOW_776,3.65,3.34,2,0
77.7,FLOW_777,6.43,4.88,2,0
77.8,FLOW_778,5.75,3.21,1,0
77.9,FLOW_779,8.83,2.86,2,0
78.0,FLOW_780,8.6,1.56,2,0
78.1,FLOW_781,7.24,3.43,2,0
78.2,FLOW_782,19.53,16.71,4,0
78.3,FLOW_783,9.83,3.76,2,0
78.4,FLOW_784,22.98,16.09,5,0
78.5,FLOW_785,5.47,3.29,1,0
78.6,FLOW_786,4.19,4.3,1,0
78.7,FLOW_787,3.82,2.21,1,0
78.8,FLOW_788,4.52,4.69,2,0
78.9,FLOW_789,6.26,2.11,1,0
79.0,FLOW_790,4.06,3.55,1,0
79.1,FLOW_791,20.75,18.62,5,0
79.2,FLOW_792,7.64,1.85,1,0
79.3,FLOW_793,2.52,3.85,1,0
79.4,FLOW_794,61.6,46.93,5,1
79.5,FLOW_795,9.9,1.99,1,0
79.6,FLOW_796,3.72,1.44,2,0
79.7,FLOW_797,17.03,16.99,4,0
79.8,FLOW_798,22.03,11.49,5,0
79.9,FLOW_799,2.04,4.21,2,0
80.0,FLOW_800,3.19,3.37,2,0
80.1,FLOW_801,7.51,2.58,2,0
80.2,FLOW_802,2.96,4.31,2,0
80.3,FLOW_803,93.04,39.04,5,1
80.4,FLOW_804,2.47,2.82,2,0
80.5,FLOW_805,74.04,30.33,4,1
80.6,FLOW_806,71.87,30.45,5,1
80.7,FLOW_807,4.08,2.0,1,0
80.8,FLOW_808,8.21,3.35,1,0
80.9,FLOW_809,16.17,19.88,4,0
81.0,FLOW_810,9.26,3.97,1,0
81.1,FLOW_811,21.64,13.28,4,0
81.2,FLOW_812,2.07,1.46,2,0
81.3,FLOW_813,9.27,3.98,2,0
81.4,FLOW_814,22.77,12.8,5,0
81.5,FLOW_815,9.02,2.44,2,0
81.6,FLOW_816,7.21,3.39,2,0
81.7,FLOW_817,8.0,2.9,1,0
81.8,FLOW_818,2.07,1.21,2,0
81.9,FLOW_819,4.45,2.92,2,0
82.0,FLOW_820,6.27,3.78,1,0
82.1,FLOW_821,15.21,10.54,4,0
82.2,FLOW_822,81.85,31.85,4,1
82.3,FLOW_823,7.03,2.27,1,0
82.4,FLOW_824,15.44,16.59,4,0
82.5,FLOW_825,5.82,1.86,1,0
82.6,FLOW_826,9.12,4.6,2,0
82.7,FLOW_827,72.47,31.2,4,1
82.8,FLOW_828,7.06,3.39,2,0
82.9,FLOW_829,24.82,10.68,4,0
83.0,FLOW_830,18.72,17.85,4,0
83.1,FLOW_831,7.83,2.18,1,0
83.2,FLOW_832,26.8,16.02,4,0
83.3,FLOW_833,2.09,2.29,2,0
83.4,FLOW_834,4.9,3.39,2,0
83.5,FLOW_835,6.33,2.08,1,0
83.6,FLOW_836,26.81,13.15,4,0
83.7,FLOW_837,5.56,3.16,2,0
83.8,FLOW_838,85.79,44.7,4,1
83.9,FLOW_839,19.91,13.29,4,0
84.0,FLOW_840,21.27,14.92,5,0
84.1,FLOW_841,3.85,2.21,1,0
84.2,FLOW_842,29.56,14.14,4,0
84.3,FLOW_843,6.8,1.96,2,0
84.4,FLOW_844,3.64,1.03,2,0
84.5,FLOW_845,16.28,17.93,5,0
84.6,FLOW_846,9.25,3.42,2,0
84.7,FLOW_847,6.07,2.31,2,0
84.8,FLOW_848,3.63,1.41,1,0
84.9,FLOW_849,9.77,2.06,1,0
85.0,FLOW_850,18.47,11.81,5,0
85.1,FLOW_851,2.48,2.38,1,0
85.2,FLOW_852,7.19,2.69,2,0
85.3,FLOW_853,6.94,2.76,2,0
85.4,FLOW_854,8.51,2.16,1,0
85.5,FLOW_855,5.86,4.26,1,0
85.6,FLOW_856,66.24,39.14,4,1
85.7,FLOW_857,9.24,4.26,2,0
85.8,FLOW_858,9.51,1.33,2,0
85.9,FLOW_859,5.65,3.81,1,0
86.0,FLOW_860,81.98,31.86,5,1
86.1,FLOW_861,7.14,1.01,1,0
86.2,FLOW_862,7.96,1.29,2,0
86.3,FLOW_863,9.94,2.5,1,0
86.4,FLOW_864,26.48,16.32,4,0
86.5,FLOW_865,62.11,30.21,4,1
86.6,FLOW_866,9.35,3.64,2,0
86.7,FLOW_867,7.69,3.9,1,0
86.8,FLOW_868,2.96,3.22,2,0
86.9,FLOW_869,82.1,49.43,4,1
87.0,FLOW_870,5.52,1.83,2,0
87.1,FLOW_871,5.48,2.81,1,0
87.2,FLOW_872,7.35,4.9,2,0
87.3,FLOW_873,4.5,4.58,2,0
87.4,FLOW_874,85.41,38.65,4,1
87.5,FLOW_875,6.9,1.66,2,0
87.6,FLOW_876,5.26,2.43,2,0
87.7,FLOW_877,18.96,9.04,5,0
87.8,FLOW_878,6.99,4.67,1,0
87.9,FLOW_879,18.45,13.89,5,0
88.0,FLOW_880,16.24,17.87,5,0
88.1,FLOW_881,8.43,4.6,2,0
88.2,FLOW_882,5.96,2.16,1,0
88.3,FLOW_883,8.66,1.14,1,0
88.4,FLOW_884,6.37,2.27,1,0
88.5,FLOW_885,8.49,2.4,2,0
88.6,FLOW_886,2.81,1.44,1,0
88.7,FLOW_887,7.56,3.03,1,0
88.8,FLOW_888,15.02,8.98,5,0
88.9,FLOW_889,2.92,3.1,2,0
89.0,FLOW_890,9.36,2.75,2,0
89.1,FLOW_891,7.01,2.57,1,0
89.2,FLOW_892,80.43,45.4,5,1
89.3,FLOW_893,4.89,1.14,1,0
89.4,FLOW_894,4.28,4.02,2,0
89.5,FLOW_895,9.28,1.08,1,0
89.6,FLOW_896,4.92,2.76,1,0
89.7,FLOW_897,5.73,3.14,2,0
89.8,FLOW_898,5.77,3.82,1,0
89.9,FLOW_899,3.09,4.04,2,0
90.0,FLOW_900,9.01,1.58,2,0
90.1,FLOW_901,8.3,2.83,2,0
90.2,FLOW_902,8.19,1.46,1,0
90.3,FLOW_903,6.36,2.11,1,0
90.4,FLOW_904,6.64,4.41,2,0
90.5,FLOW_905,73.5,50.0,5,1
90.6,FLOW_906,9.4,1.44,2,0
90.7,FLOW_907,7.15,4.99,2,0
90.8,FLOW_908,7.88,2.65,1,0
90.9,FLOW_909,82.94,39.65,5,1
91.0,FLOW_910,3.89,1.5,2,0
91.1,FLOW_911,92.99,34.96,4,1
91.2,FLOW_912,7.89,4.44,1,0
91.3,FLOW_913,6.97,3.92,1,0
91.4,FLOW_914,3.37,3.38,1,0
91.5,FLOW_915,7.26,4.73,1,0
91.6,FLOW_916,18.83,13.21,5,0
91.7,FLOW_917,5.92,4.7,1,0
91.8,FLOW_918,28.24,17.7,4,0
91.9,FLOW_919,7.22,1.2,2,0
92.0,FLOW_920,4.33,3.8,1,0
92.1,FLOW_921,5.96,1.38,1,0
92.2,FLOW_922,7.72,4.5,1,0
92.3,FLOW_923,65.87,34.65,5,1
92.4,FLOW_924,3.95,2.95,2,0
92.5,FLOW_925,18.48,19.26,4,0
92.6,FLOW_926,9.37,1.91,2,0
92.7,FLOW_927,76.25,33.94,5,1
92.8,FLOW_928,3.95,4.11,2,0
92.9,FLOW_929,8.05,3.44,2,0
93.0,FLOW_930,20.7,12.04,5,0
93.1,FLOW_931,9.07,1.33,2,0
93.2,FLOW_932,9.89,2.61,1,0
93.3,FLOW_933,22.44,11.65,4,0
93.4,FLOW_934,9.72,4.33,1,0
93.5,FLOW_935,3.97,2.78,1,0
93.6,FLOW_936,4.86,1.25,2,0
93.7,FLOW_937,3.96,1.02,1,0
93.8,FLOW_938,19.3,8.02,4,0
93.9,FLOW_939,9.91,3.28,1,0
94.0,FLOW_940,18.09,17.01,4,0
94.1,FLOW_941,62.54,46.14,4,1
94.2,FLOW_942,5.06,4.14,1,0
94.3,FLOW_943,8.87,4.48,2,0
94.4,FLOW_944,9.69,3.88,2,0
94.5,FLOW_945,2.21,2.31,2,0
94.6,FLOW_946,7.4,2.39,1,0
94.7,FLOW_947,24.31,10.95,4,0
94.8,FLOW_948,7.46,1.55,2,0
94.9,FLOW_949,6.5,2.43,2,0
95.0,FLOW_950,4.86,4.53,1,0
95.1,FLOW_951,20.21,14.78,4,0
95.2,FLOW_952,2.6,3.15,2,0
95.3,FLOW_953,81.53,35.54,5,1
95.4,FLOW_954,24.27,17.2,5,0
95.5,FLOW_955,7.11,4.34,2,0
95.6,FLOW_956,4.91,3.1,1,0
95.7,FLOW_957,21.18,10.04,4,0
95.8,FLOW_958,6.81,3.0,1,0
95.9,FLOW_959,7.66,4.72,1,0
96.0,FLOW_960,4.09,1.81,2,0
96.1,FLOW_961,3.69,1.12,2,0
96.2,FLOW_962,4.66,4.71,2,0
96.3,FLOW_963,24.04,13.72,4,0
96.4,FLOW_964,8.73,1.55,1,0
96.5,FLOW_965,5.34,3.26,1,0
96.6,FLOW_966,7.34,4.26,1,0
96.7,FLOW_967,3.02,1.15,1,0
96.8,FLOW_968,25.86,8.3,5,0
96.9,FLOW_969,79.06,31.1,4,1
97.0,FLOW_970,2.32,3.57,2,0
97.1,FLOW_971,25.77,18.3,5,0
97.2,FLOW_972,7.21,2.79,1,0
97.3,FLOW_973,2.46,1.63,2,0
97.4,FLOW_974,2.46,2.7,1,0
97.5,FLOW_975,8.42,1.17,2,0
97.6,FLOW_976,2.72,4.59,2,0
97.7,FLOW_977,28.87,16.4,5,0
97.8,FLOW_978,66.81,43.46,5,1
97.9,FLOW_979,8.04,2.6,2,0
98.0,FLOW_980,69.56,35.7,5,1
98.1,FLOW_981,5.18,3.98,2,0
98.2,FLOW_982,8.7,3.34,1,0
98.3,FLOW_983,8.42,2.08,1,0
98.4,FLOW_984,9.11,1.46,1,0
98.5,FLOW_985,9.63,5.0,2,0
98.6,FLOW_986,5.6,1.32,1,0
98.7,FLOW_987,3.22,3.68,1,0
98.8,FLOW_988,91.59,36.48,5,1
98.9,FLOW_989,77.24,37.76,4,1
99.0,FLOW_990,3.17,3.45,1,0
99.1,FLOW_991,6.34,4.42,1,0
99.2,FLOW_992,2.94,1.47,2,0
99.3,FLOW_993,69.68,37.1,4,1
99.4,FLOW_994,6.68,2.51,2,0
99.5,FLOW_995,27.96,10.39,5,0
99.6,FLOW_996,9.48,4.52,1,0
99.7,FLOW_997,8.78,3.28,1,0
99.8,FLOW_998,9.58,3.38,2,0
99.9,FLOW_999,2.47,3.53,2,0
100.0,FLOW_1000,3.89,4.14,2,0
100.1,FLOW_1001,8.08,4.97,2,0
100.2,FLOW_1002,62.39,39.1,4,1
100.3,FLOW_1003,8.74,4.87,1,0
100.4,FLOW_1004,6.64,3.47,1,0
100.5,FLOW_1005,9.88,3.29,2,0
100.6,FLOW_1006,3.74,1.07,2,0
100.7,FLOW_1007,15.7,11.61,5,0
100.8,FLOW_1008,26.1,8.98,5,0
100.9,FLOW_1009,2.94,2.46,2,0
101.0,FLOW_1010,29.03,19.74,5,0
101.1,FLOW_1011,6.32,2.92,2,0
101.2,FLOW_1012,2.04,1.27,1,0
101.3,FLOW_1013,9.91,3.42,1,0
101.4,FLOW_1014,4.57,4.36,1,0
101.5,FLOW_1015,21.99,10.47,4,0
101.6,FLOW_1016,6.25,3.88,1,0
101.7,FLOW_1017,9.63,2.97,2,0
101.8,FLOW_1018,5.0,4.57,1,0
101.9,FLOW_1019,8.3,4.9,2,0
102.0,FLOW_1020,26.97,10.79,5,0
102.1,FLOW_1021,4.64,3.69,2,0
102.2,FLOW_1022,7.48,1.93,2,0
102.3,FLOW_1023,5.7,4.04,1,0
102.4,FLOW_1024,22.1,11.51,5,0
102.5,FLOW_1025,5.46,3.72,1,0
102.6,FLOW_1026,5.4,3.43,2,0
102.7,FLOW_1027,26.63,17.75,5,0
102.8,FLOW_1028,2.25,3.98,1,0
102.9,FLOW_1029,3.9,4.54,1,0
103.0,FLOW_1030,7.56,4.13,1,0
103.1,FLOW_1031,17.45,11.55,4,0
103.2,FLOW_1032,76.3,35.61,5,1
103.3,FLOW_1033,7.0,1.67,1,0
103.4,FLOW_1034,87.31,44.34,4,1
103.5,FLOW_1035,3.59,1.73,2,0
103.6,FLOW_1036,5.59,4.59,1,0
103.7,FLOW_1037,15.86,13.62,5,0
103.8,FLOW_1038,5.53,4.03,1,0
103.9,FLOW_1039,27.96,9.61,5,0
104.0,FLOW_1040,6.27,3.0,1,0
104.1,FLOW_1041,15.69,16.48,4,0
104.2,FLOW_1042,6.9,4.24,1,0
104.3,FLOW_1043,3.32,3.56,2,0
104.4,FLOW_1044,3.43,2.01,1,0
104.5,FLOW_1045,25.32,16.86,5,0
104.6,FLOW_1046,92.12,47.12,4,1
104.7,FLOW_1047,2.21,4.22,2,0
104.8,FLOW_1048,7.65,4.0,2,0
104.9,FLOW_1049,9.35,2.22,2,0
105.0,FLOW_1050,3.09,2.05,2,0
105.1,FLOW_1051,4.78,4.02,2,0
105.2,FLOW_1052,9.2,2.75,1,0
105.3,FLOW_1053,6.14,1.34,1,0
105.4,FLOW_1054,3.91,2.78,1,0
105.5,FLOW_1055,70.34,41.52,5,1
105.6,FLOW_1056,5.09,4.75,1,0
105.7,FLOW_1057,9.32,1.51,1,0
105.8,FLOW_1058,8.28,1.47,2,0
105.9,FLOW_1059,5.48,2.41,1,0
106.0,FLOW_1060,6.46,4.63,1,0
106.1,FLOW_1061,83.42,49.86,4,1
106.2,FLOW_1062,6.25,3.15,1,0
106.3,FLOW_1063,9.49,1.39,1,0
106.4,FLOW_1064,5.44,2.72,2,0
106.5,FLOW_1065,17.23,14.11,5,0
106.6,FLOW_1066,3.29,4.78,2,0
106.7,FLOW_1067,6.41,3.32,2,0
106.8,FLOW_1068,3.13,4.86,2,0
106.9,FLOW_1069,5.01,2.73,2,0
107.0,FLOW_1070,5.82,1.84,2,0
107.1,FLOW_1071,24.1,15.11,5,0
107.2,FLOW_1072,9.75,2.63,1,0
107.3,FLOW_1073,2.38,3.31,2,0
107.4,FLOW_1074,88.28,45.41,5,1
107.5,FLOW_1075,6.73,3.44,2,0
107.6,FLOW_1076,7.47,3.91,2,0
107.7,FLOW_1077,4.14,3.21,1,0
107.8,FLOW_1078,3.22,3.16,2,0
107.9,FLOW_1079,4.68,3.04,1,0
108.0,FLOW_1080,5.73,1.69,1,0
108.1,FLOW_1081,25.06,18.98,4,0
108.2,FLOW_1082,94.15,37.43,5,1
108.3,FLOW_1083,2.2,3.1,1,0
108.4,FLOW_1084,8.08,4.4,2,0
108.5,FLOW_1085,6.91,2.27,2,0
108.6,FLOW_1086,4.15,4.58,2,0
108.7,FLOW_1087,3.23,4.84,1,0
108.8,FLOW_1088,68.72,43.74,4,1
108.9,FLOW_1089,3.53,2.8,2,0
109.0,FLOW_1090,3.77,2.22,1,0
109.1,FLOW_1091,90.82,46.72,4,1
109.2,FLOW_1092,7.98,1.96,2,0
109.3,FLOW_1093,6.12,1.34,1,0
109.4,FLOW_1094,29.01,10.69,4,0
109.5,FLOW_1095,4.54,3.05,1,0
109.6,FLOW_1096,4.23,3.88,2,0
109.7,FLOW_1097,8.01,2.26,2,0
109.8,FLOW_1098,3.0,1.97,1,0
109.9,FLOW_1099,3.23,4.61,2,0
110.0,FLOW_1100,24.6,10.27,4,0
110.1,FLOW_1101,6.62,1.45,2,0
110.2,FLOW_1102,6.24,4.0,1,0
110.3,FLOW_1103,82.47,42.45,4,1
110.4,FLOW_1104,4.59,4.75,2,0
110.5,FLOW_1105,8.68,4.55,1,0
110.6,FLOW_1106,5.96,2.45,1,0
110.7,FLOW_1107,69.05,45.58,5,1
110.8,FLOW_1108,2.48,2.64,2,0
110.9,FLOW_1109,15.44,17.73,5,0
111.0,FLOW_1110,25.99,10.28,4,0
111.1,FLOW_1111,8.56,1.15,2,0
111.2,FLOW_1112,24.58,13.84,5,0
111.3,FLOW_1113,5.34,4.19,1,0
111.4,FLOW_1114,3.46,3.42,2,0
111.5,FLOW_1115,3.98,3.73,2,0
111.6,FLOW_1116,26.38,14.71,5,0
111.7,FLOW_1117,22.52,15.31,5,0
111.8,FLOW_1118,7.59,2.0,1,0
111.9,FLOW_1119,88.4,46.14,4,1
112.0,FLOW_1120,8.45,2.08,1,0
112.1,FLOW_1121,5.55,1.99,2,0
112.2,FLOW_1122,29.49,9.36,5,0
112.3,FLOW_1123,5.5,2.27,1,0
112.4,FLOW_1124,25.44,9.73,4,0
112.5,FLOW_1125,5.79,2.28,1,0
112.6,FLOW_1126,4.34,2.14,1,0
112.7,FLOW_1127,83.28,33.11,5,1
112.8,FLOW_1128,4.3,3.49,1,0
112.9,FLOW_1129,6.48,3.19,2,0
113.0,FLOW_1130,4.35,3.29,1,0
113.1,FLOW_1131,27.12,11.99,4,0
113.2,FLOW_1132,4.55,2.38,2,0
113.3,FLOW_1133,3.07,4.35,1,0
113.4,FLOW_1134,6.43,1.92,1,0
113.5,FLOW_1135,9.99,2.91,2,0
113.6,FLOW_1136,74.93,41.2,5,1
113.7,FLOW_1137,28.92,13.62,5,0
113.8,FLOW_1138,2.9,3.01,1,0
113.9,FLOW_1139,9.33,3.01,1,0
114.0,FLOW_1140,82.07,33.72,4,1
114.1,FLOW_1141,68.39,36.47,5,1
114.2,FLOW_1142,68.78,44.93,5,1
114.3,FLOW_1143,5.62,3.07,2,0
114.4,FLOW_1144,4.72,1.66,2,0
114.5,FLOW_1145,4.86,2.84,2,0
114.6,FLOW_1146,62.74,43.36,4,1
114.7,FLOW_1147,2.86,4.68,1,0
114.8,FLOW_1148,85.12,39.3,4,1
114.9,FLOW_1149,23.93,14.2,5,0
115.0,FLOW_1150,20.99,10.51,4,0
115.1,FLOW_1151,8.12,1.66,1,0
115.2,FLOW_1152,5.17,1.42,1,0
115.3,FLOW_1153,25.87,9.69,4,0
115.4,FLOW_1154,93.06,35.95,5,1
115.5,FLOW_1155,3.28,3.62,1,0
115.6,FLOW_1156,2.0,4.68,2,0
115.7,FLOW_1157,19.95,12.78,5,0
115.8,FLOW_1158,3.44,4.69,2,0
115.9,FLOW_1159,9.02,3.79,1,0
116.0,FLOW_1160,67.66,31.23,4,1
116.1,FLOW_1161,6.15,2.0,2,0
116.2,FLOW_1162,4.84,1.76,2,0
116.3,FLOW_1163,24.46,9.91,4,0
116.4,FLOW_1164,19.07,18.14,5,0
116.5,FLOW_1165,7.28,4.52,2,0
116.6,FLOW_1166,8.4,2.69,1,0
116.7,FLOW_1167,7.52,1.45,1,0
116.8,FLOW_1168,7.68,4.91,2,0
116.9,FLOW_1169,3.13,2.81,2,0
117.0,FLOW_1170,6.16,1.05,1,0
117.1,FLOW_1171,8.26,1.48,2,0
117.2,FLOW_1172,15.14,10.85,4,0
117.3,FLOW_1173,71.36,49.98,5,1
117.4,FLOW_1174,2.62,3.29,1,0
117.5,FLOW_1175,9.99,4.62,1,0
117.6,FLOW_1176,66.04,31.89,5,1
117.7,FLOW_1177,9.73,3.21,1,0
117.8,FLOW_1178,5.14,2.15,2,0
117.9,FLOW_1179,6.35,1.64,2,0
118.0,FLOW_1180,2.57,2.47,1,0
118.1,FLOW_1181,4.19,4.89,1,0
118.2,FLOW_1182,2.12,4.99,2,0
118.3,FLOW_1183,26.31,8.41,4,0
118.4,FLOW_1184,26.14,17.45,4,0
118.5,FLOW_1185,76.09,46.77,4,1
118.6,FLOW_1186,7.56,1.24,2,0
118.7,FLOW_1187,3.38,1.72,2,0
118.8,FLOW_1188,9.73,3.1,2,0
118.9,FLOW_1189,3.02,4.05,1,0
119.0,FLOW_1190,7.7,1.66,1,0
119.1,FLOW_1191,2.83,3.88,1,0
119.2,FLOW_1192,19.72,18.4,4,0
119.3,FLOW_1193,2.83,2.2,2,0
119.4,FLOW_1194,6.9,1.62,1,0
119.5,FLOW_1195,24.12,14.28,4,0
119.6,FLOW_1196,20.06,16.63,5,0
119.7,FLOW_1197,4.28,4.44,1,0
119.8,FLOW_1198,16.5,11.89,4,0
119.9,FLOW_1199,4.44,4.76,2,0
120.0,FLOW_1200,80.47,49.84,5,1
120.1,FLOW_1201,2.87,1.57,1,0
120.2,FLOW_1202,6.47,4.07,2,0
